date,ticker,headline,positive,neutral,negative
2024-10-06 19:40:10,TSLA,"Tesla's 'We, Robot' Event Will Likely Feature Robotaxi, $25K EV And Optimus Updates, Says Munster: Will Elon Musk Spring A Surprise With This Product Announcement? - Tesla  ( NASDAQ:TSLA ) ",0.077,0.923,0.0
2024-10-06 17:17:10,TSLA,'Frankly ridiculous': FEMA administrator slams Trump for boosting false Helene recovery claims,0.179,0.821,0.0
2024-10-06 17:08:55,TSLA,North Carolina senator calls conspiracy theories around Helene federal response a 'distraction',0.0,0.746,0.254
2024-10-06 14:15:00,TSLA,"The Smartest Electric Vehicle  ( EV )  Stocks to Buy With $1,000 Right Now",0.267,0.733,0.0
2024-10-06 14:00:22,TSLA,"Elon Musk Vs. McDonald's: Tesla Fans Wanted Collaboration, Instead They Get New Product Launch Competing With Robotaxi Day - McDonald's  ( NYSE:MCD ) ",0.0,1.0,0.0
2024-10-06 13:00:30,TSLA,"Nvidia's Blackwell GPU, Musk's OpenAI Accusations, Tesla's Robotaxi Event, And More: This Week In AI - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.0,0.887,0.113
2024-10-06 12:00:20,TSLA,"Consumer Tech News  ( Sept 30-Oct 4 ) : Latest Windows 11 Update Causing Trouble, Apple Accused Of Compelling Employees To Sign Illegal Agreements & More - Apple  ( NASDAQ:AAPL ) , Accenture  ( NYSE:ACN ) ",0.123,0.615,0.262
2024-10-06 11:15:00,TSLA,"Nvidia's CEO Says Demand for Its New Chips Is ""Insane."" Is It Time to Buy the Stock?",0.0,0.914,0.086
2024-10-06 11:00:00,TSLA,Prediction: 2 Stocks That Will Be Worth More Than Nvidia 5 Years From Now,0.147,0.853,0.0
2024-10-06 10:23:00,TSLA,"Nvidia, Microsoft, SoftBank, and Cathie Wood's Ark Invest Are Betting Big on This AI Startup",0.0,1.0,0.0
2024-10-06 04:35:16,TSLA,"Elon Musk And Trump Address Thousands At Site Of Failed Assassination Attempt, Take Aim At Biden's Leadership: 'We Had One President Who Couldn't Climb A Flight Of Stairs'",0.0,0.776,0.224
2024-10-05 20:30:00,TSLA,1 Wall Street Analyst Thinks Tesla Stock Is Going to $310. Is It a Buy?,0.0,1.0,0.0
2024-10-05 17:13:29,TSLA,"Tesla Robotaxi Buzz Soars Ahead Of Thursday Event, Rivian Seeks DOE Loan For Georgia Plant, Nikola Thumps Estimates And More: Biggest EV Stories Of The Week - KraneShares Electric Vehicles and Future Mobility Index ETF  ( ARCA:KARS ) ",0.0,1.0,0.0
2024-10-05 17:00:34,TSLA,"Musk vs. Buffett: Which Investor Do Readers Trust To Turn $1,000 Into $100,000 Faster? - Tesla  ( NASDAQ:TSLA ) ",0.18,0.82,0.0
2024-10-05 16:02:00,TSLA,"Tesla Stock: Buy, Sell, or Hold?",0.0,1.0,0.0
2024-10-05 15:14:00,TSLA,Ford's Small EV Move Could Pay Off Big,0.0,0.833,0.167
2024-10-05 14:54:49,TSLA,"Trump to return to Pennsylvania site of his first assassination attempt, joined by Musk, Vance",0.0,0.782,0.218
2024-10-05 11:00:00,TSLA,Is Tesla Stock a Buy?,0.0,1.0,0.0
2024-10-05 10:50:00,TSLA,ACHC INVESTIGATION ALERT: Acadia Healthcare Company Investors are Notified to Contact BFA Law about Securities Fraud Investigation  ( Nasdaq:ACHC )  - Acadia Healthcare Co  ( NASDAQ:ACHC ) ,0.184,0.68,0.136
2024-10-05 10:43:00,TSLA,"DXCM LITIGATION ALERT: DexCom, Inc. Investors are Notified to Contact BFA Law before Imminent October 21 Deadline in Securities Fraud Class Action  ( Nasdaq:DXCM )  - DexCom  ( NASDAQ:DXCM ) ",0.158,0.647,0.195
2024-10-05 10:39:00,TSLA,SMCI LITIGATION ALERT: Super Micro Computer Investors are Notified to Contact BFA Law before Imminent October 29 Deadline in Securities Fraud Class Action  ( Nasdaq:SMCI )  - Super Micro Computer  ( NASDAQ:SMCI ) ,0.313,0.533,0.153
2024-10-05 10:37:00,TSLA,FORD FINAL CHANCE: Ford Motor Company Investors are Notified to Contact BFA Law before Imminent October 7 Deadline in Securities Fraud Class Action  ( NYSE:F )  - Ford Motor  ( NYSE:F ) ,0.155,0.725,0.12
2024-10-05 10:35:00,TSLA,"EXTR LITIGATION ALERT: Extreme Networks, Inc. Investors are Notified to Contact BFA Law before Imminent October 15 Deadline in Securities Fraud Class Action  ( Nasdaq:EXTR )  - Extreme Networks  ( NASDAQ:EXTR ) ",0.149,0.667,0.184
2024-10-05 08:47:00,TSLA,"Tesla Risks Doing Something It Hasn't Done Since Launching the Model S, and It Could Trigger a Big Move in Its Stock",0.0,0.905,0.095
2024-10-05 08:13:05,TSLA,"Elon Musk Said His Blood Was 'Boiling' After FEMA Allegedly Didn't Allow SpaceX Engineers To Deliver Starlink Terminals And Supplies To Hurricane Helene Victims, But Now They've Received Approval",0.125,0.785,0.09
2024-10-05 07:30:00,TSLA,Where Will Tesla Be in 5 Years?,0.0,1.0,0.0
2024-10-05 07:24:00,TSLA,Should You Buy Rivian While It's Below $12?,0.0,1.0,0.0
2024-10-04 23:06:03,TSLA,"Jim Cramer's week ahead: CPI data and earnings from Delta, Domino's and major banks",0.0,1.0,0.0
2024-10-04 21:57:00,TSLA,Q4 Is The Best Quarter Of The Year For Stocks! Are You Ready?,0.389,0.611,0.0
2024-10-04 21:36:28,TSLA,Here's How Much You Would Have Made Owning Tesla Stock In The Last 10 Years - Tesla  ( NASDAQ:TSLA ) ,0.0,1.0,0.0
2024-10-06 11:45:00,CVS,Does This New Development Make CVS Stock a Buy or a Sell?,0.0,1.0,0.0
2024-10-05 15:09:00,CVS,Billionaire Investor Pushes for Changes at CVS. Is Now the Time to Buy the Stock?,0.0,1.0,0.0
2024-10-04 17:07:00,CVS,An Activist Investor Is Interested in CVS; We Take a Look,0.231,0.769,0.0
2024-10-04 13:00:30,CVS,"This Morgan Stanley Analyst Turns Bullish; Here Are Top 5 Upgrades For Friday - CVS Health  ( NYSE:CVS ) , Diamondback Energy  ( NASDAQ:FANG ) ",0.196,0.804,0.0
2024-10-04 12:50:24,CVS,Domino's Pizza To Rally Over 38%? Here Are 10 Top Analyst Forecasts For Friday - Domino's Pizza  ( NYSE:DPZ ) ,0.101,0.899,0.0
2024-10-04 10:00:01,CVS,CVS is under pressure and considering a break up. Here's why that could be risky,0.0,0.75,0.25
2024-10-04 04:00:33,CVS,Blackstone's real estate prophecy,0.0,1.0,0.0
2024-10-03 21:45:20,CVS,Why the Market Dipped But CVS Health  ( CVS )  Gained Today,0.274,0.726,0.0
2024-10-03 19:27:06,CVS,"Texas Attorney General Sues Insulin Manufacturers and Pharmacy Benefit Managers Over Price-Fixing Conspiracy That Increased Prices by 1,000% - CVS Health  ( NYSE:CVS ) , Cigna  ( NYSE:CI ) , Eli Lilly  ( NYSE:LLY ) ",0.162,0.73,0.108
2024-10-03 15:47:00,CVS,CVS Stock Hits 50-Day SMA on Split Rumors: How Should You Play?,0.179,0.821,0.0
2024-10-02 16:02:20,CVS,Unpacking the Latest Options Trading Trends in CVS Health - CVS Health  ( NYSE:CVS ) ,0.0,1.0,0.0
2024-10-01 20:41:00,CVS,Is CVS Health Stock Finally a Value Buy?,0.286,0.714,0.0
2024-10-01 14:14:12,CVS,PepsiCo to buy tortilla chip maker Siete Foods for $1.2 billion,0.0,1.0,0.0
2024-10-01 12:10:47,CVS,CVS Health Mulls Split Of Retail And Insurance Divisions To Address Financial Challenges: Report - CVS Health  ( NYSE:CVS ) ,0.075,0.925,0.0
2024-10-01 01:39:08,CVS,"AAPL, NIO, CVS, STLA, TSLA: Top 5 Trending Stocks Today - CVS Health  ( NYSE:CVS ) , Apple  ( NASDAQ:AAPL ) ",0.122,0.878,0.0
2024-09-30 23:59:20,CVS,"CVS is working with advisors on strategic review, sources say",0.0,1.0,0.0
2024-09-30 20:33:22,CVS,CVS Health Corporation  ( CVS )  technical analysis: Time To Sell? - CVS Health  ( NYSE:CVS ) ,0.0,1.0,0.0
2024-09-30 12:30:00,CVS,Global Pharmacy Market is Anticipated to Expand at Moderate 7.3% CAGR through 2031 | SkyQuest Technology,0.141,0.859,0.0
2024-09-30 12:26:06,CVS,CVS Health in Focus as Activist Investor Prepares for High-Level Talks - CVS Health  ( NYSE:CVS ) ,0.0,1.0,0.0
2024-09-30 00:09:10,CVS,"Major CVS shareholder plans activist push, will meet with management, sources say",0.0,1.0,0.0
2024-09-27 17:47:00,CVS,"Here's Why Surgery Partners Could Be the Next Hot Takeover - CVS Health  ( NYSE:CVS ) , Humana  ( NYSE:HUM ) ",0.0,1.0,0.0
2024-09-27 13:00:17,CVS,CVS Health Corporation  ( CVS )  is Attracting Investor Attention: Here is What You Should Know,0.193,0.807,0.0
2024-09-27 09:37:00,CVS,New Strong Sell Stocks for September 27th,0.355,0.645,0.0
2024-09-27 09:10:00,CVS,5 Things You Need to Know If You Buy Walgreens Today,0.0,1.0,0.0
2024-09-26 15:26:00,CVS,Here's Why You Should Retain Federal Realty Stock for Now,0.0,1.0,0.0
2024-09-26 09:00:00,CVS,GPTBots.ai Partners with QSTP Incubated Startup sKora Tech to Revolutionize AI Services in Sports,0.0,1.0,0.0
2024-09-26 09:00:00,CVS,GPTBots.ai Partners with QSTP Incubated Startup sKora Tech to Revolutionize AI Services in Sports - Aurora Mobile  ( NASDAQ:JG ) ,0.0,1.0,0.0
2024-09-26 01:00:00,CVS,"CVS ALERT: Bragar Eagel & Squire, P.C. is Investigating CVS Health Corporation on Behalf of Long-Term Stockholders and Encourages Investors to Contact the Firm - CVS Health  ( NYSE:CVS ) ",0.196,0.804,0.0
2024-09-25 21:45:21,CVS,CVS Health  ( CVS )  Ascends While Market Falls: Some Facts to Note,0.0,1.0,0.0
2024-09-25 13:30:00,CVS,Pixability and Ad Fontes Media Join Forces to Empower Advertisers to Safely Support News Content on YouTube,0.367,0.633,0.0
2024-09-24 19:00:48,CVS,CVS Health's Options: A Look at What the Big Money is Thinking - CVS Health  ( NYSE:CVS ) ,0.0,1.0,0.0
2024-09-24 16:07:00,CVS,WBA Stock Dips 5% Post Fed Rate Cut: Should You Sell Walgreens Boots?,0.0,0.851,0.149
2024-09-24 09:50:00,CVS,"Are CVS Health, Cigna, and UnitedHealth Group Stocks Bad News Buys With the FTC's PBM Crackdown?",0.0,0.811,0.189
2024-09-24 04:51:00,CVS,Western Carriers India makes tepid debut,0.0,1.0,0.0
2024-09-23 17:16:10,CVS,Spotlight on CVS Health: Analyzing the Surge in Options Activity - CVS Health  ( NYSE:CVS ) ,0.0,1.0,0.0
2024-09-22 11:45:00,CVS,Is CVS Health Stock a Buy?,0.0,1.0,0.0
2024-09-20 19:40:00,CVS,"UnitedHealth Vs. CVS Vs. Cigna: Which Health Stock Will Beat The FTC's Regulatory Heat? - CVS Health  ( NYSE:CVS ) , Cigna  ( NYSE:CI ) , UnitedHealth Group  ( NYSE:UNH ) ",0.0,1.0,0.0
2024-09-20 19:26:52,CVS,"US Federal Trade Commission Sues CVS Health, Cigna, UnitedHealth's Pharmacy Benefit Managers For Inflating Insulin Prices - CVS Health  ( NYSE:CVS ) , Cigna  ( NYSE:CI ) , UnitedHealth Group  ( NYSE:UNH ) ",0.115,0.885,0.0
2024-09-20 16:29:57,CVS,FTC sues drug middlemen for allegedly inflating insulin prices,0.0,1.0,0.0
2024-09-20 13:11:56,CVS,"Eli Lilly Fights $183M Medicaid Fraud Judgment, Cites Reasonable Interpretation Of Medicaid Rules - Eli Lilly  ( NYSE:LLY ) ",0.0,0.683,0.317
2024-09-20 13:00:35,CVS,Wall Street's Most Accurate Analysts Weigh In On 3 Health Care Stocks With Over 3% Dividend Yields - Pfizer  ( NYSE:PFE ) ,0.158,0.842,0.0
2024-09-20 12:19:00,CVS,Western Carriers  ( India )  IPO ends with strong subscription,0.32,0.68,0.0
2024-09-19 21:45:22,CVS,CVS Health  ( CVS )  Stock Sinks As Market Gains: What You Should Know,0.179,0.821,0.0
2024-09-19 18:09:20,CVS,CVS Subsidiary Oak Street Health Agrees to $60M Settlement in Medicare Kickback Violations - CVS Health  ( NYSE:CVS ) ,0.094,0.729,0.177
2024-09-19 12:25:00,CVS,Western Carriers  ( India )  IPO subscribed 30.36 times,0.0,1.0,0.0
2024-09-19 05:15:00,CVS,Correction: Tonner Drones Convenes GM and Expands Strategy,0.167,0.833,0.0
2024-09-18 16:15:00,CVS,Tonner Drones Convenes GM and Expands Strategy,0.189,0.811,0.0
2024-09-18 12:00:00,CVS,4 Dividend Stocks to Double Up On Right Now,0.0,1.0,0.0
2024-09-18 11:58:00,CVS,Western Carriers  ( India )  IPO subscribed 13.88 times,0.0,1.0,0.0
2024-09-17 15:42:08,CVS,Mark Cuban Foundation and ThoughtSpot Bring Free AI Bootcamp to Palo Alto Area Teens,0.202,0.798,0.0
