date,time,ticker,headline,compound
,,NVDA,Wall Street's Newest Artificial Intelligence (AI) Stock Split Has Arrived -- and It's Following in the Footsteps of Nvidia and Broadcom,0.4767
,,TSLA,"The Smartest Electric Vehicle (EV) Stocks to Buy With $1,000 Right Now",0.6124
,,TSLA,The Two Types of Self-Driving Tech Every Investor Should Know About,0.0
,,TSLA,How to Play the Next Big Thing: the Rise of Tesla's Robotaxi,0.34
,,TSLA,What To Expect in the Markets This Week,0.0
,,TSLA,Prediction: 2 Stocks That Will Be Worth More Than Nvidia 5 Years From Now,0.2263
,,TSLA,"Nvidia's AI summit, Tesla's robotaxi, Amazon Prime Day, inflation: What to watch in the markets this week",0.1779
,,TSLA,Why Teslas Wall Street Valuations Are All Over the Place,0.0
,,TSLA,"Elon Musk, AI and start of earnings season will jolt markets",0.0
,,TSLA,1 Wall Street Analyst Thinks Tesla Stock Is Going to $310. Is It a Buy?,0.0
,,TSLA,"Tesla Stock: Buy, Sell, or Hold?",0.0
,,TSLA,"Tesla's Cybertruck win, Hertz's EV headache, Trump and Musk tout Starlink: Tech news roundup",0.5106
,,TSLA,"Mark Cuban vs. Elon Musk on Trump, and Mark Zuckerberg passes Jeff Bezos: Leadership news roundup",0.0
,,TSLA,Can robotaxis turn a profit? Experts skeptical as Tesla prepares to unveil plans.,0.1531
,,TSLA,"Tesla, Google, Amazon: Inside the robotaxi market",0.1779
,,TSLA,Is Tesla Stock a Buy?,0.0
,,TSLA,"Tesla Risks Doing Something It Hasn't Done Since Launching the Model S, and It Could Trigger a Big Move in Its Stock",-0.2732
,,TSLA,An $803-billion company most people have never heard of just knocked Tesla out of the Magnificent 7,0.5994
,,TSLA,Where Will Tesla Be in 5 Years?,0.0
,,TSLA,Cathie Wood talks OpenAI investment and Tesla's robotaxi,0.0
,,TSLA,Tesla Forges New Buy Point With Robotaxi Due; BYD Stock Keeps Soaring On Sales Boom,0.0
,,TSLA,Tesla Stock Rises. Another Cybertruck Recall Isnt Hurting.,0.3089
,,TSLA,Is Tesla Stock A Buy Or A Sell With All Eyes On The Robotaxi Event Next Week?,0.0
,,TSLA,How Mark Zuckerberg gained more wealth than anyone else this year to become the worlds second-richest person,0.7264
,,TSLA,Tesla stock had a rough week  here's what's next for the EV maker,0.0
,,TSLA,Is Tesla Inc. (TSLA) The Most Active US Stock To Buy Now?,0.4576
,,TSLA,"Tesla (TSLA) Shares Skyrocket, What You Need To Know",0.296
,,TSLA,"Day Trader Says He Made $306 Million on Tesla, Then Lost It All",-0.3182
,,TSLA,Are Tesla robotaxis really coming soon? Elon Musk's lawyers don't seem to think so,0.0
,,TSLA,"Tesla CIO Quits Before Major Robotaxi Event, Exec Departures Continue in 2024",0.0
,,TSLA,"EU Approves Tariffs on Chinese EVs, Risking Beijing Retaliation",0.1027
,,TSLA,"Walter Isaacson on the AI tech race, xAI vs. OpenAI and Elon Musk's mission",0.0
,,TSLA,Is Rivian Stock A Buy With The CEO Selling And The EV Startup Cutting 2024 Guidance?,-0.128
,,TSLA,Mark Cuban says this is the one thing he respects most about Elon Musk,0.3182
,,TSLA,Elon Musk predicts Tesla cars will be able to self-drive an entire year on their own,0.0
,,TSLA,"Rivian's Production Forecast Hits Bump, Supply Shortage Sends Shares Tumbling",0.0516
,,TSLA,Elon Musk Reportedly Already Moved X Headquarters From San Francisco To This Little-Known Location,0.0
,,TSLA,"What's the Best ""Magnificent Seven"" Stock to Buy With the Fed Cutting Rates?",0.8225
,,TSLA,Robotaxis Cant Be a Solo Act,0.0
,,TSLA,"Stellantis gets worse, Tesla's Cybertruck win, Nissan's deep trouble, and EV myths: Autos news roundup",-0.25
,,TSLA,Prediction: 2 Stocks That'll Be Worth More Than Tesla 10 Years From Now,0.2263
,,TSLA,Tesla Robotaxi Day Is a Make or Break Moment for Elon Musk,0.0
,,TSLA,"Analyst Report: Tesla, Inc.",0.0
,,TSLA,How Does OpenAI's Price Tag Stack Up to Survivors of the Dotcom Bubble?,0.0
,,TSLA,"Tesla Stock Is Down Again Today. This Time, It Isnt About Deliveries.",0.0
,,TSLA,"Tesla stock slips on debt sale, Cybertruck recall reports",-0.3612
,,TSLA,"These Stocks Moved the Most Today: EVgo, Levi Strauss, Humana, Hims & Hers, Nvidia, Tesla, Vistra, and More",0.0
,,TSLA,Tesla Third-Quarter Deliveries Are Done. Now It's Robotaxi Time For Investors.,0.0
,,TSLA,Elon Musk's big Tesla robotaxi reveal is finally almost here. It's been a long time coming,0.0
,,TSLA,"Tesla doesn't need the pressure from port strikes, says Roth MKM's Craig Irwin",-0.1561
,,TSLA,"Why Tesla and Polestar Stocks Soared, but Nikola Plunged in September",0.0
,,TSLA,"These Stocks Are Moving the Most Today: EVgo, Levi Strauss, Humana, Hims & Hers, Nvidia, Tesla, Vistra, and More",0.0
,,TSLA,"Tesla plans $800 million debt sale backed by prime leases, Bloomberg News reports",-0.34
,,TSLA,"Jobless claims data, market volatility, China stocks: Morning Brief",0.0
,,TSLA,Tesla Plans $783 Million Debt Sale Backed by Prime Leases,-0.34
,,TSLA,Why Tesla (TSLA) Shares Are Plunging Today,0.296
,,TSLA,"Calls of the Day: Tesla, Eli Lilly and Bank Of America",0.0
,,TSLA,"Teslas Cybertruck is falling apart, but is still leaving the shelves",-0.0772
,,TSLA,Magnificent Seven Stocks: Nvidia Stock Rallies; Tesla Slides,0.5994
,,TSLA,"Tesla Recalls 27,185 Cybertruck Vehicles Over Rearview Camera Delay",-0.3182
,,TSLA,Elon Musk Paid $1 Million For A 1976 Car That Inspired Cybertruck's Design  Seller Originally Bought It For Just $100 In A Storage Unit Sale,0.4939
,,TSLA,"Top Stock Movers Now: Constellation Brands, Tesla, Stellantis, and More",0.2023
,,TSLA,"Tesla, Costco, Bank of America: 3 stocks in focus",0.0
,,TSLA,"Tesla Recalls Over 27,000 Cybertrucks Over Rearview Camera Issue",0.0
,,TSLA,"Theres another Tesla Cybertruck recall, this time affecting over 27,000 units",0.0
,,TSLA,"Tesla Bull Sees 'Breadcrumbs' From Elon Musk On EV Giant's Potential Entry Into Aviation Segment, Says It Could Boost Tesla Stock By This Much",0.4019
,,TSLA,"Tesla plans four new batteries in 2026, including for robotaxi: The Information",0.0
,,TSLA,"Tesla plans four new batteries in 2026, including for robotaxi, The Information reports",0.0
,,TSLA,Swedish union files lawsuit against Tesla over labour conflict,-0.4939
,,TSLA,Why investors shouldn't 'give up' on the Magnificent 7,0.5994
,,TSLA,"Ford, GM And Hyundai Are Adapting Differently To The Evolving EV Dynamics",0.2732
,,TSLA,Tesla just killed its cheapest car,-0.6705
,,TSLA,Tesla Cybertruck sales doubled in just a few months,0.0
,,TSLA,"Tesla recalls 27,000 Cybertrucks due to a rearview camera issue",0.0
,,TSLA,Investor expectations into Tesla's Robotaxi event 'relatively muted' - Canaccord,0.0
,,TSLA,"A 5th recall for Tesla Cybertruck within a year, the latest due to rearview display",0.0
,,TSLA,Tesla doubled its Cybertruck sales in just three months,0.0
,,TSLA,Tesla stock target raised at Truist on lower rates,-0.296
,,TSLA,Fed Rate Cuts Are Less Urgent After Powell Made Breathing Space. Heres Why and 5 Other Things to Know Today.,-0.1761
,,TSLA,"Uber, Lyft drivers use Teslas as makeshift robotaxis, raising safety concerns",0.4215
,,TSLA,"Tesla recalls more than 27,000 Cybertrucks to fix rear-view camera delay",-0.3182
,,TSLA,Tesla's website shows most affordable Model 3 variant discontinued in US - Reuters,0.0
,,TSLA,"With Deliveries Done, This Is the Next Key Thing for Tesla Stock",0.0
,,TSLA,The State of Autonomous Vehicle Development,0.0
,,TSLA,Tesla's Energy Storage Segment Hits New Milestone: Installs 750K Powerwalls Worldwide,0.2732
,,TSLA,Tesla analysts update views after Q3 deliveries,0.0
,,TSLA,"Analyst Report: Tesla, Inc.",0.0
,,TSLA,Tesla Falls On Deliveries While BYD Stock Keeps Soaring On Sales Boom,0.0
,,TSLA,Tesla Missed High Sales Expectations. Will Robotaxi Also Disappoint?,-0.5994
,,TSLA,"Tesla discontinues US orders for most affordable Model 3 variant, its website shows",0.0
,,TSLA,"Tesla unlikely to grow sales, Robotaxi success faces rocky road; Bernstein says",0.5719
,,TSLA,An Economic Revolution Is Arriving,0.0
,,TSLA,What Tesla's upcoming robotaxi event means for investors,0.0
,,TSLA,Tesla Reports First Rise in Quarterly Deliveries This Year,0.0
,,TSLA,"These Stocks Moved the Most Today: Humana, Nike, Tesla, Conagra, Joby Aviation, Caesars, and More",0.0
,,TSLA,"Stocks to Watch Wednesday: Tesla, Humana, Nike, Joby Aviation",0.0
,,TSLA,Heres Why Tesla Stock Is Down After Solid Delivery Numbers,0.1531
,,TSLA,Tesla's Q3 deliveries don't matter in big picture: Analyst,-0.0191
,,TSLA,Tesla stock drops 3% after Q3 deliveries fall short of estimates,0.0
,,TSLA,September Brings New Records For Chinese EV Makers,0.0
,,TSLA,"These Stocks Are Moving the Most Today: Humana, Nike, Tesla, Conagra, Joby Aviation, Caesars, and More",0.0
,,CVS,Does This New Development Make CVS Stock a Buy or a Sell?,0.0
,,CVS,Billionaire Investor Pushes for Changes at CVS. Is Now the Time to Buy the Stock?,0.0
,,CVS,5 things: Is CVS starting to crumble?,0.0
,,CVS,Midday stock movers: Spirit Airlines drops; Rivian down; CVS up,0.1779
,,CVS,An Activist Investor Is Interested in CVS; We Take a Look,0.4019
,,CVS,"CVS Stock Can Gain 35% From Here, Analyst Says. Heres How.",0.5267
,,CVS,CVS Health upgraded at TD Cowen after insurer unveils 2025 Medicare Advantage plan,0.25
,,CVS,"The pharmacy benefit management sector just might be set for a VC-backed shakeup, says Rightway CEO and cofounder Jordan Feldman",0.34
,,CVS,"Texas sues major PBMs, pharma companies over high insulin prices",0.0
,,CVS,"Ozempic for all, Zepbound is back, and the top CEO pay: Pharma news roundup",0.1027
,,CVS,Why the Market Dipped But CVS Health (CVS) Gained Today,0.5267
,,CVS,CVS Health Corporation (CVS): Ensuring Healthcare Access During Natural Disasters,0.0
,,CVS,"Texas Attorney General Sues Insulin Manufacturers and Pharmacy Benefit Managers Over Price-Fixing Conspiracy That Increased Prices by 1,000%",0.1779
,,CVS,"CVS Is Sickly, Unlike UnitedHealth. We Get to the Bottom of the Problem.",-0.4019
,,CVS,Heres Why CVS Health Corporation (CVS) Reported Disappointing Performance in Q2,-0.4939
,,CVS,FARE and CVS Pharmacy continue to partner on Teal Pumpkin Project for a more inclusive Halloween,0.0
,,CVS,Key CVS Health Stock Price Levels to Watch,0.0
,,CVS,Humana stock slides on lower ratings for its Medicare Advantage plans,-0.0516
,,CVS,CVS trades higher as activist investor denies push to split the company,-0.4215
,,CVS,"Israel, Iran Conflict Tests Market Rally. Why China Could Be a Key Indicator and 5 Other Things to Know Today.",-0.3182
,,CVS,A CVS Breakup Is No Easy Fix for Its Problems,-0.25
,,CVS,"These Stocks Moved the Most Today: APA, Northrop, Boeing, Super Micro, HP Inc., Tesla, Li Auto, CVS, Ford, and More",0.5994
,,CVS,"CVS, Considering a Breakup, Will Find Its Hard to Do",-0.1027
,,CVS,"CVS Management, Board Have Been Weighing Options for Months",0.0
,,CVS,"Report: CVS Health exploring possible break-up; laying off nearly 3,000 employees",0.0
,,CVS,"These Stocks Are Moving the Most Today: APA, Northrop, Boeing, Super Micro, HP Inc., Tesla, Li Auto, CVS, Ford, and More",0.5994
,,CVS,CVS is weighing a breakup. What does it mean for the big healthcare business?,0.0
,,CVS,"Stocks to Watch Tuesday: Boeing, Apple, Schwab, CVS",0.0
,,CVS,"CVS will cut almost 3,000 jobs as it plans AI investments  and considers breaking up",-0.2732
,,CVS,"CVS Health to lay off nearly 2,900 employees in cost-cutting push",0.0
,,CVS,"CVS to lay off 2,900 workers amidst talk of breaking up the company",0.0
,,CVS,A CVS Breakup Could Be Good for Investors,0.4404
,,CVS,CVS Health Business Model Is Under Attack  By CVS Board,-0.4767
,,CVS,"CVS conducts strategic business review, plans for layoffs: WSJ",0.0
,,CVS,"CVS Stock Is Rising. A Potential Breakup Looms, Reports Say.",-0.1531
,,CVS,"CVS Health to lay off nearly 3,000 workers in cost-cutting drive",0.0
,,CVS,"CVS Mulling Breakup of Retail, Insurance Units, Reports Say",0.0
,,CVS,CVS Health Mulls Split Of Retail And Insurance Divisions To Address Financial Challenges: Report,0.0772
,,CVS,Health insurers unveil Medicare Advantage plans for 2025,0.25
,,CVS,Aetna 2025 Medicare plans focus on most important health needs for members,0.2716
,,CVS,5 Things to Know Before the Stock Market Opens,0.0
,,CVS,"CVS Health mulling options, including possible break-up - Reuters",0.0
,,CVS,Whats News: Business & Finance,0.0
,,CVS,CVS Board Conducts Strategic Review of Company,0.0
,,CVS,"Exclusive-CVS explores options including potential break-up, sources say",0.0
,,CVS,"CVS is exploring a potential break-up of its retail and insurance units, sources say",0.0
,,CVS,CVS Health in Focus as Activist Investor Prepares for High-Level Talks,0.0
,,CVS,S&P 500 Gains and Losses Today: Late Rally Lifts Index to Record To Close Out Q3,-0.0772
,,CVS,Is CVS Health Corporation (CVS) the Cheapest Reliable Stock to Invest in?,0.0
,,CVS,Is CVS Health Corporation (CVS) the Cheapest Retail Stock to Buy According to Analysts?,0.0
,,CVS,California CVS workers could be headed for a strike over contract negotiations,-0.128
,,CVS,CVS Health shares rise as hedge fund pushes for change,0.296
,,CVS,CVS Health Stock Is Today's Biggest S&P 500 Gainer. Here's Why,0.0
,,CVS,CVS Health Stock Gains on Report of Planned Meeting With Glenview Capital,0.34
,,CVS,"Midday stock movers: Nvidia, CVS Health, Carnival",0.0
,,CVS,CVS Health gets activist push from Glenview Capital: WSJ,0.0
,,CVS,CVS Stock Is the Best Performer in the S&P 500. An Activist Wants Changes.,0.6369
,,CVS,Glenview Capital Plans Push for Changes at CVS,0.0
,,CVS,CVS Stock Is Rising. An Activist Wants Changes.,0.0
,,CVS,Glenview Capital to push CVS Health to make changes - Wall Street Journal,0.0
,,CVS,"Glenview to meet top CVS execs, propose operational improvements, WSJ reports",0.4767
,,CVS,CVS Health Corporation (CVS) is Attracting Investor Attention: Here is What You Should Know,0.4767
,,CVS,Target's underdog CEO is aiming for another bull's-eye as he writes his final chapter,0.0
,,CVS,CVS Health (CVS) Ascends While Market Falls: Some Facts to Note,0.0
,,CVS,CVS Health Corporation (CVS): Hedge Funds Are Bullish On This Health Insurance Stock Now,0.0
,,CVS,Canadas Pharmaprix will launch more care clinics in stores,0.5413
,,CVS,"CVS Health supporting customers, patients, members and colleagues as Hurricane Helene approaches",0.4404
,,CVS,Novo Nordisk CEO grilled by Senate committee over GLP-1 prices,0.0
,,CVS,"Are CVS Health, Cigna, and UnitedHealth Group Stocks Bad News Buys With the FTC's PBM Crackdown?",-0.5423
,,CVS,Push to unionize U.S. pharmacies gets boost in Redlands,0.4019
,,CVS,Jim Cramer Does Not Like CVS Health (CVS)  Heres Why,-0.2755
,,CVS,Is CVS Health Stock a Buy?,0.0
,,CVS,"FTC sues CVS, Cigna, UnitedHealth over rising insulin prices",0.0
,,CVS,"FTC Sues PBMs Over Insulin Prices, Citing a Perverse System",-0.4215
,,CVS,"CVS, Cigna, UnitedHealth Stocks Fall After FTC Sues Pharmacy Benefit Managers",0.4588
,,CVS,FTC Accuses Drug Middlemen of Inflating Insulin Prices,-0.34
,,CVS,"US Federal Trade Commission Sues CVS Health, Cigna, UnitedHealth's Pharmacy Benefit Managers For Inflating Insulin Prices",0.4588
,,CVS,CVS Health (CVS) Stock Sinks As Market Gains: What You Should Know,0.34
,,CVS,CVS Subsidiary Oak Street Health Agrees to $60M Settlement in Medicare Kickback Violations,-0.3818
,,CVS,CVS Health announces quarterly dividend,0.0
,,CVS,CVS Health Corp. (CVS): Among the Best Fortune 500 Stocks to Buy Now,0.6369
,,CVS,Oak Street Health pays $60M to settle allegations of kickback scheme,0.0
,,CVS,4 Dividend Stocks to Double Up On Right Now,0.0
,,CVS,Is CVS Health (CVS) a Buy as Wall Street Analysts Look Optimistic?,0.3182
,,CVS,Novavax announces availability of Covid-19 vaccine in US pharmacies,0.0
,,CVS,California may regulate and restrict pharmaceutical brokers,-0.3818
,,CVS,CVS Health (CVS) Rises Higher Than Market: Key Facts,0.0
,,CVS,CVS Health Corporation (CVS) Is a Trending Stock: Facts to Know Before Betting on It,0.0
,,CVS,CVS Pharmacy launches birth control prescribing in Massachusetts,0.0
,,CVS,"CVS Health supporting customers, patients, members and colleagues as Tropical Storm Francine approaches",0.4404
,,CVS,Limits to anti-nausea pill coverage wear on cancer patients and doctors,-0.6597
,,CVS,Why Is CVS Health (CVS) Up 0.4% Since Last Earnings Report?,0.0
,,CVS,"Got $5,000? These 3 High-Yielding Dividend Stocks Are Trading Near Their 52-Week Lows",-0.2023
,,CVS,Is CVS Health Corporation (CVS) The Best Beaten Down Dividend Stock to Invest in Now?,0.34
,,CVS,Analyst Report: CVS Health Corporation,0.0
,,CVS,10 Best Mid-Cap Healthcare Stocks To Buy Now,0.6369
,,CVS,2 Magnificent Stocks to Buy That Are Near 52-Week Lows,0.4767
,,CVS,"'My kids go to Costco now,' and other reasons Rite Aid, Walgreens and CVS are hurting",-0.4019
,,CVS,Brokers Suggest Investing in CVS Health (CVS): Read This Before Placing a Bet,0.0
,,CVS,Investors Heavily Search CVS Health Corporation (CVS): Here is What You Need to Know,0.0
